var,attention,ig,corr_with_y,is_true_driver,is_confounder
39,0.0024433394,0.0010388095,-0.01371282115738955,False,False
40,0.0046223165,0.0013641149,0.023779620263573754,False,False
41,0.0039881887,0.0013438317,-0.015519892787982447,False,False
42,0.0034193546,0.0016909398,0.038589974396046285,False,False
43,0.004268301,0.0042228545,0.030703166368654642,False,False
44,0.002320563,0.0014269185,-0.044987775374277214,False,False
45,0.002982147,0.0012874076,0.04234709821523696,False,False
46,0.0038757487,0.0013386954,0.0010644672690888677,False,False
47,0.0027473983,0.0011346192,-0.00247111241257616,False,False
48,0.005834249,0.0026958233,0.001302358982941169,False,False
49,0.0032874628,0.0013527797,-0.003927613182338647,False,False
50,0.004880963,0.0017666615,0.04744949212086584,False,False
51,0.005361072,0.0013503111,0.021650086241678267,False,False
52,0.0033921083,0.0013176916,0.028937550147248615,False,False
53,0.0038205725,0.0013441121,-0.03402759325508935,False,False
54,0.0024743583,0.00093364465,-0.0036625728723651834,False,False
55,0.0032344118,0.001608192,-0.016787155002366726,False,False
56,0.00379505,0.0017588675,0.04937318050962307,False,False
57,0.003659635,0.0014871506,0.01860514473775639,False,False
58,0.0027488677,0.001022447,0.06323201069848657,False,False
59,0.006149944,0.0021700943,0.01834799182839737,False,False
60,0.0024152133,0.0011933901,0.005684499373773154,False,False
61,0.0042598126,0.001209125,-0.035343143592104526,False,False
62,0.0017297695,0.0014359045,-0.022043871126623222,False,False
63,0.0046536624,0.0011749798,0.006693184535954081,False,False
64,0.0024549298,0.0010891889,0.04041896853541532,False,False
65,0.0032028048,0.0011103769,-0.0005991085162355745,False,False
66,0.0029719814,0.0011709494,-0.028774262814019944,False,False
67,0.0030988446,0.0018911962,-0.037505336049054504,False,False
68,0.0026017718,0.0010220561,-0.015570791060339312,False,False
69,0.0043480163,0.006788408,0.008306314259398312,False,False
70,0.0028139148,0.0019460719,0.022665262237573515,False,False
71,0.0035304378,0.0017787004,0.020164552447529443,False,False
72,0.0024645275,0.0010245115,0.016282170944386533,False,False
73,0.0037832062,0.001341045,-0.014876164982146894,False,False
74,0.0026190372,0.0010496313,-0.004384361500659949,False,False
75,0.0048005413,0.5226083,0.4072956267358599,True,False
76,0.002881096,0.0014956462,0.027080092931506164,False,False
77,0.0040387944,0.0016576609,-0.005405341548423964,False,False
78,0.0028766866,0.0007278311,-0.014264827952927928,False,False
79,0.0028651357,0.00141215,-0.02688810020816418,False,False
80,0.0045158253,0.0027786873,0.04191969083131669,False,False
81,0.0025417309,0.0013432058,-0.0007913430471977538,False,False
82,0.0028949569,0.0012715199,-0.05696892746471108,False,False
83,0.0020126535,0.0038660741,-0.0009247126985149345,False,False
84,0.003300013,0.0009089404,0.01183625949789852,False,False
85,0.0023722327,0.0009361069,-0.03081731060887688,False,False
86,0.004538998,0.0020045761,0.015974959243796504,False,False
87,0.0027193439,0.0019535357,-0.025172486902195673,False,False
88,0.0029165968,0.0008996992,0.05350949227820503,False,False
89,0.0031657254,0.0019146136,0.027819936933631235,False,False
90,0.0023438951,0.0009630722,0.016930359368922503,False,False
91,0.002187734,0.0016643038,0.04151641783504441,False,False
92,0.0038926974,0.0017826348,0.046240836030152645,False,False
93,0.0023591302,0.0012125709,0.047952084913369296,False,False
94,0.0033156727,0.002606912,-0.012076097776866442,False,False
95,0.0032617012,0.001482179,0.01669839797495627,False,False
96,0.0032774094,0.0013833657,-0.014013600210036146,False,False
97,0.0026170192,0.0012157231,-0.0023127122647725257,False,False
98,0.0038144959,0.0016549029,-0.020753487453079377,False,False
99,0.002561938,0.0010873295,0.0011457554862326304,False,False
100,0.0022367644,0.001323412,0.015644407446735505,False,False
101,0.0025001178,0.00103608,0.013666982428590262,False,False
102,0.0030980762,0.0012757175,0.008018240992320883,False,False
103,0.0018794856,0.0015665317,0.02942430099947099,False,False
104,0.002715567,0.00088593137,-0.08273002576333631,False,False
105,0.0026782565,0.0017611573,-0.01528621215047966,False,False
106,0.0035042185,0.0020484398,0.014736455189917176,False,False
107,0.0029187799,0.0021306553,0.012525992335941469,False,False
108,0.0023194384,0.0010792799,-0.0003991788599360458,False,False
109,0.004417907,0.0015449267,-0.016883310408343188,False,False
110,0.003464945,0.0015399625,0.004090211675826228,False,False
111,0.002508756,0.0011690839,-0.002475657690376925,False,False
112,0.0036451134,0.0025158327,-0.02188838547617413,False,False
113,0.0046397727,0.0016917045,0.035773916776365995,False,False
114,0.0030560535,0.00096018444,0.0507023787244558,False,False
115,0.0028648253,0.0018381426,0.012133579408629974,False,False
116,0.0043089176,0.0020374306,-0.03517639532931576,False,False
117,0.0016157916,0.0009863884,-0.05770068512706148,False,False
118,0.0034858936,0.0009927313,-0.034259663730909155,False,False
119,0.0023937274,0.0010633173,-0.041761963482341825,False,False
120,0.0024811393,0.002370041,-0.009134392741587791,False,False
121,0.0026125635,0.0011978708,-0.03416525411351637,False,False
122,0.0028163288,0.0007540584,0.020918914817736212,False,False
123,0.002302315,0.0016357813,0.027529436588013784,False,False
124,0.0022975712,0.0011932054,-0.02998743512411182,False,False
125,0.0027124938,0.00075045746,0.001475896662289239,False,False
126,0.00309347,0.0008408055,0.03494113150319468,False,False
127,0.0032453134,0.004075128,-0.006313066557143832,False,False
128,0.0032933177,0.0009976232,-0.0010940227986851441,False,False
129,0.005433476,0.0016829146,0.004869032939092466,False,False
130,0.00821695,0.0032254357,0.04248567497223714,False,False
131,0.0018303453,0.0013704818,0.02689995647127709,False,False
132,0.0021678624,0.0009818289,0.016749356509570497,False,False
133,0.002890377,0.0017886297,0.03740792003175029,False,False
134,0.0048341425,0.0020897188,0.04197017750470659,False,False
135,0.0040871976,0.0011936702,0.03870305084638883,False,False
136,0.004526061,0.0012572149,-0.012833658059661896,False,False
137,0.0031790412,0.0016660211,-0.0345980111899935,False,False
138,0.0050393306,0.0014328149,-0.035043341767239805,False,False
139,0.0025894067,0.0010061313,-0.011131250789769698,False,False
140,0.0021574679,0.0013202433,0.015749905678764647,False,False
141,0.0031985687,0.0009988482,-0.058295638681489244,False,False
142,0.0053387745,0.003307156,-0.014558449898524626,False,False
143,0.0030840156,0.0010383131,-0.016973104708442346,False,False
144,0.002458545,0.0015140035,0.06786869290380458,False,False
145,0.0033797873,0.002986686,0.037290166217956264,False,False
146,0.0039469134,0.0012873167,0.003605675599997154,False,False
147,0.0025902158,0.0011785355,0.0010098026514278663,False,False
148,0.0023707366,0.0013013404,-0.02608884116205197,False,False
149,0.0017849833,0.0007471985,0.006644009304716598,False,False
150,0.0024349974,0.0012775082,-0.020075127129822692,False,False
151,0.003409763,0.0018701945,-0.023906094746802036,False,False
152,0.0028644612,0.001023689,-0.03115919575059092,False,False
153,0.0025839678,0.0011013873,0.019957001405002544,False,False
154,0.004226902,0.0019982446,0.008982494682348598,False,False
155,0.0021024167,0.0010228632,0.02592145840898385,False,False
156,0.0027359459,0.0011237509,0.002273509309431138,False,False
157,0.004869939,0.0022288412,0.009106984095463748,False,False
158,0.0028843796,0.0016848844,-0.011546179655191046,False,False
159,0.002758798,0.0016104613,-0.04160772058105318,False,False
160,0.0682877,0.39607275,0.3247718592168262,True,False
161,0.0032859142,0.0013802513,0.013036273634700396,False,False
162,0.0029923737,0.0010928892,0.09757305742627159,False,False
163,0.0030096916,0.0013522289,-0.0010385961942721929,False,False
164,0.0025543876,0.0012440226,-0.0013149117765916217,False,False
165,0.0037373744,0.0011368376,-0.024212645559682347,False,False
166,0.0038309363,0.0012669448,0.019387226660726484,False,False
167,0.005610014,0.0029012014,-0.033560390505390066,False,False
168,0.0021394412,0.0009792394,-0.025043429259495667,False,False
169,0.0039477656,0.0068747094,0.014121562893067681,False,False
170,0.0025935238,0.0013186535,0.0002934029624396733,False,False
171,0.002657679,0.00085784186,-0.01288582250014212,False,False
172,0.002173148,0.0021644635,0.003099114485043165,False,False
173,0.0030181585,0.0012711372,0.008332195974696883,False,False
174,0.0024708824,0.0009962231,-0.032058840398838,False,False
175,0.0026424841,0.0013458537,0.016409924327009363,False,False
176,0.0024651722,0.0009173591,-0.05088705172437845,False,False
177,0.0027691426,0.0009801775,0.01695887430488883,False,False
178,0.0018358638,0.0010955598,0.04156550389389922,False,False
179,0.0025205107,0.0008320568,0.018759308324869987,False,False
180,0.0032940914,0.0010475179,-0.04238568066317296,False,False
181,0.002370355,0.0010484768,-0.0472369145699072,False,False
182,0.002514046,0.001200603,0.013156230090412996,False,False
183,0.0025034773,0.0011259974,-0.02225589394555596,False,False
184,0.0032684878,0.0019910485,0.001284930753373532,False,False
185,0.0040986715,0.0011646063,-0.019342255801336097,False,False
186,0.0027659265,0.0013557688,-0.01795094222089202,False,False
187,0.0033722965,0.001007784,0.08311416574534691,False,False
188,0.0035279358,0.0014441602,0.019530560726477283,False,False
189,0.0025806446,0.0012004683,0.014962202936910671,False,False
190,0.0019184857,0.001365924,0.03854821892470127,False,False
191,0.0032959937,0.0021382424,0.010395356945970448,False,False
192,0.0020723091,0.0015447614,-0.0011988785697353132,False,False
193,0.0043003657,0.0009989421,-0.06847151261106027,False,False
194,0.0036055138,0.0014194833,0.03215437633751193,False,False
195,0.0022790139,0.00072826946,0.017547480090424585,False,False
196,0.002573502,0.0010471531,0.015209477331267575,False,False
197,0.0025892735,0.0010587286,-0.04188223821852934,False,False
198,0.0017355576,0.0008457407,-0.014666986775244886,False,False
199,0.0033030114,0.0012458406,0.021606907271689537,False,False
200,0.004088884,0.001717936,0.7195460761964878,False,True
201,0.00430636,0.0012057561,0.03569756455053861,False,False
202,0.0035224028,0.0011115205,0.003152553154725299,False,False
203,0.0028550816,0.0008932738,-0.001432889117234664,False,False
204,0.0017779265,0.0011989911,0.01545202601148643,False,False
205,0.003992631,0.001964963,-0.017870888323212132,False,False
206,0.003999161,0.001518736,-0.027456839976455406,False,False
207,0.0034100865,0.0013877896,0.0210569562887815,False,False
208,0.0024889007,0.0010850559,-0.03650545837790412,False,False
209,0.001977232,0.0009974688,-0.02130345915660026,False,False
210,0.0036697083,0.0017049583,0.025750705888250975,False,False
211,0.004597679,0.0019238675,-0.001980345051615525,False,False
212,0.0032097583,0.0013540472,-0.002283841042248226,False,False
213,0.0031266431,0.0053767418,-0.014248079361122497,False,False
214,0.0024283938,0.0010035732,-0.014036128004248801,False,False
215,0.004385052,0.001253773,-0.028169828509043537,False,False
216,0.002445072,0.0009826102,-0.008291095797875568,False,False
217,0.0030878605,0.001403355,-0.028197277421870167,False,False
218,0.0017116223,0.0013091074,0.08192115153390442,False,False
219,0.0029584337,0.0012933299,-0.025136237056893627,False,False
220,0.0032028933,0.0015878227,0.015430221685462056,False,False
221,0.0032908833,0.001224732,0.08085804974279369,False,False
222,0.002458559,0.0010842422,0.020145601344741734,False,False
223,0.0033813375,0.0011054947,0.009859555608892501,False,False
224,0.0036394044,0.0012945472,0.02953461167318686,False,False
225,0.0025873554,0.0011089698,-0.06098371058208296,False,False
226,0.0030260426,0.0012988901,0.0036492364727740835,False,False
227,0.0025624684,0.0014803561,0.010335995800999847,False,False
228,0.0020687613,0.0009077966,-0.013238896413678885,False,False
229,0.006306652,0.002102324,0.07987673528423936,False,False
230,0.0040110573,0.00095810345,0.014582485105668778,False,False
231,0.002530883,0.0011554067,0.013353831127608238,False,False
232,0.0023346893,0.0010682788,0.04556696758787604,False,False
233,0.0026855355,0.0010403997,-0.005274518733067345,False,False
234,0.0020520762,0.0011483001,0.01557964282346728,False,False
235,0.0029317683,0.001202971,-0.014045829336986653,False,False
236,0.0025049546,0.00087166467,0.03482743983482641,False,False
237,0.0043274425,0.001645254,0.004541535817002356,False,False
238,0.002939097,0.0038870785,0.016800804456545148,False,False
239,0.0021702899,0.0013247061,-0.061261446926669995,False,False
240,0.002321455,0.001048547,-0.00801219832882451,False,False
241,0.0030527927,0.0011599567,0.014373947850263141,False,False
242,0.0031339698,0.0008684709,-0.0013833486250062238,False,False
243,0.0029480262,0.0013051479,0.024652024561860456,False,False
244,0.0043645953,0.0012817581,0.016152583972638305,False,False
245,0.0019868684,0.0011588511,-0.017222148225107037,False,False
246,0.0020804196,0.0010925536,0.03989838022147677,False,False
247,0.002930984,0.0011313843,-0.030456546055410507,False,False
248,0.0025274788,0.0011581517,0.03586443516116908,False,False
249,0.0028049373,0.0012006483,-0.02723566139417104,False,False
250,0.0035827486,0.0027282971,0.045076793413314296,False,False
251,0.0030131377,0.00104224,-5.082766970491761e-05,False,False
252,0.0033413335,0.0021142592,-0.024101200822377114,False,False
253,0.0028255773,0.0011577748,0.010544615188290904,False,False
254,0.002680078,0.0010179117,0.06646685223731065,False,False
255,0.002611043,0.0021834732,0.000451803796652541,False,False
256,0.0026607267,0.001379801,-0.032724782193760835,False,False
257,0.0029408627,0.001503015,0.024059937266891783,False,False
258,0.0053728563,0.002400605,0.034517605244371447,False,False
259,0.0038708677,0.0012752851,0.01658961011396141,False,False
260,0.0023075799,0.0013474568,-0.033406009333702594,False,False
261,0.0025198052,0.0030471722,-0.020247752127158528,False,False
262,0.0033468737,0.0012819951,-0.008492432455277706,False,False
263,0.0019272253,0.0012726926,0.010129491034672419,False,False
264,0.0038050427,0.0012341391,0.0006169950864764782,False,False
265,0.002524902,0.0014402507,-0.02773570087054576,False,False
266,0.0023386483,0.0011116217,-0.009891066401089605,False,False
267,0.004310536,0.0012311926,-0.005197532211146406,False,False
268,0.0022593907,0.0009308817,0.007704292338976129,False,False
269,0.0017745479,0.0008486123,0.015287641007122484,False,False
270,0.0045922063,0.0015053279,-0.009663588097953358,False,False
271,0.0065565836,0.0018969964,-0.014258498019786865,False,False
272,0.0028529633,0.0012770293,-0.01877195818082696,False,False
273,0.0028187754,0.0028365871,0.017476207478381623,False,False
274,0.0027856575,0.0009734333,-0.027707187091765405,False,False
275,0.0033064126,0.001281562,0.046430029560015726,False,False
276,0.0033660557,0.0015920042,-0.018625840281396227,False,False
277,0.004298106,0.0012497671,0.04069870735075504,False,False
278,0.0029165787,0.0014089469,-0.026370077367013727,False,False
279,0.0048469473,0.0022193426,-0.07786279747964849,False,False
280,0.002863702,0.0012334681,0.0013178038106650065,False,False
281,0.0023314508,0.0019818908,-0.003716005285680701,False,False
282,0.0021333115,0.0027069687,-0.01572041742572466,False,False
283,0.002971709,0.001956794,0.04317317240080611,False,False
284,0.002690441,0.001035572,0.013634423503729993,False,False
285,0.0041711205,0.0013225664,0.002298321336864465,False,False
286,0.002185247,0.0032477898,-0.04109360380893511,False,False
287,0.0040245345,0.0014099256,0.006487327087767622,False,False
288,0.0049403133,0.0044477293,0.024066049490666853,False,False
